route,cohort,reason
/stores/reflexoes-contemporary-design/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rest-and-home/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rest-home/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rested-sleep-engineering/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/richters-beddenhuis-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rosen-alto-las-condes/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rosen-la-dehesa/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rosen-nueva-costanera/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rosen-parc-araucano/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/rozing-wonen-dromen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/ruckrad-gmbh/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schippers-wonen-en-slapen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schlafcenter-bachor/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schlafsysteme-oldenburg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schlafzentrum-eckstein/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schlafzimmer-neuhauser-gmbh/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schlafzone-areas/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schneider-ihr-designmobelhaus/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schuiling-wonen-en-slapen-leek/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/schuiling-wonen-en-slapen-zuidhorn/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sejs-dyner-aps/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/selection-meubles-sprl/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-aalborg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-bronshoj/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-ega/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-esbjerg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-frb/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-glostrup/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-hasle/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-hellerup/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-helsingor/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-herning/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-hjorring/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-holbaek/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-holstebro/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-horsens/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-koge/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-kolding/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-lyngby/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-naestved/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-odense-v/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-odense/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-osterbro/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-randers/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-roskilde/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-silkeborg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-sonderborg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-tarnby/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-valby/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-vejle/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/seng-viborg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sengeexperten/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sengekompagniet-aps-hillerod/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sengekompagniet-aps-kobenhavn/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sengekompagniet-aps-soborg/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/senpo/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sisustusstuudio-now/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapboulevard-kwakernaat/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapidee-slaapkamers/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkamerspeczaak-koops-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkenner-lute/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkenner-nico-van-de-nes/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkenner-theo-bot/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkenner-van-ravenhorst/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapkenner-zuidervaart/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapsfeer-berden-heerlen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapsfeer-groesbeek-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/slaapspecialist-hendriksen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleep-gallery-megadom-mall/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleep-gallery/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleep-system/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleepconsult/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleeping-art-schlafkonzepte/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleeping-plaza-0/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleeping-plaza/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleepwell-de-slaapspecialist/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleepworld-groningen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sleepworld-helmond/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sluys-wonen-vianen-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/snoeken-wonen-uffelte/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sovestudio/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/stelling-woninginrichting-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/sterk-wonen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/stilleben-wohnacc-vertrgmbh/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/swagerman-slapen-en-wonen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/time2sleep/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/torrekens-slapen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/traumform-ek/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/tri-slona-sleep-gallery/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/urgell/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/vaje-wohnen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-aubel-coenen-slapen-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-beek-bedden-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-de-mortel-uitgerust-slaapcomfort/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-der-meulen-bedtextiel/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-der-wal-interieur-adviseurs-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-til-interieur/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-waay-interieurs/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/van-zutphen-bedtijd-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/verberckmoes/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/verdegem-wonen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/vestergaard-mobler-lyngby/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/vestergaard-mobler-naestved/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/vestergard-mobler-holbaek/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/vestergard-mobler-kobenhavn/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/voruhusid-litaval/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wagenmans-wonen-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/walter-diehm-gmbh/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wessels-wonen-en-slapen-bv/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wielinga-tabbers/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wohnaugenblick-meyer/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wohnmacher-leipzig-gmbh/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wohnraum-frankfurt/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wohnraum-mainz/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/wolters-wonen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/woningtextielhuis-voorschoten/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/woonrijk-langedijk/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/woonstudio-daris/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/xl-literie-saint-paul/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/xl-literie-saint-pierre/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/yaiza-descanso-armarios/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/yaiza-descanso-bilbao/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stores/zeitlos-wohnen/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/auping-evolve-every-body/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/auping-x-niagar/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/circularity/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/cold-weather-we-stay-tucked-up-for-longer/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/het-beste-matras/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/ode-your-mind/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/please-have-seat/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/stories/sustainable-dictionary/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/teklan/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
/urgell/,CURRENT817_ONLY_DELTA489,Later raw sitemap discovery only; not part of continuity baseline unless admitted by explicit scope-expansion change control.
